requests,request-interval,request-popularity,bytes,delivery-time,hit-rate,nodes,contents,label
1,0,1,0,3,1,1,1,0
1,0,1,0,2,1,1,1,0
42,239.8679286,1,231.625558,53.78571429,0.785714286,3,16,0
9,4.925444444,1,94.37944878,72.44444444,0.888888889,2,9,0
83,247.5658916,1,20.22219738,18.6746988,0.987951807,1,63,0
15,0.667733333,1,22.86236979,240.6666667,0.866666667,1,15,0
57,1020.809772,1,37.55838816,19.98245614,1,1,33,0
1,0,1,0,2,1,1,1,0
119,71.08522689,0.865546218,26.05363708,46.16806723,0.68907563,3,100,0
46,247.6462174,1,107.3264054,28.02173913,0.956521739,3,45,0
54,5.533518519,1,43.98641855,786.4814815,1,3,45,0
1,0,1,0,2,1,1,1,0
5,0.5526,1,0.82890625,9.8,0.8,1,5,0
98,215.4636837,0.989795918,32.10367506,251.8673469,0.93877551,4,81,0
34,2.784029412,1,1996.596335,1995.176471,0.970588235,2,32,0
22,909.0701818,1,21.18923118,16.59090909,0.954545455,2,18,0
11,5229.702182,1,24.27317116,16.18181818,0.909090909,2,11,0
5,6204.9334,1,0.273828125,9.6,1,4,5,0
38,11.07981579,1,332.1744706,1030.052632,1,5,38,0
6,0.148,1,105.214681,238.1666667,0.833333333,1,6,0
4,1.72925,0.5,1576.611328,315.5,1,3,4,0
1,0,1,0,2,1,1,1,0
99,10.48668687,1,12.38171757,24.28282828,0.98989899,2,51,0
6,1.0585,1,3.678385417,8,0.833333333,1,6,0
1,0,1,14.92675781,10,1,1,1,0
16,366.3400625,1,153.2195435,359.0625,0.9375,2,13,0
275,55.59536727,0.976363636,127.9054084,355.2690909,0.730909091,4,205,0
50,0.17312,1,24.31353516,144.94,0.98,1,50,0
9,0.146333333,1,29.6672092,8,0.888888889,1,9,0
1,0,1,0,4,1,1,1,0
14,266.4823571,1,20.35219029,17.71428571,0.928571429,2,10,0
8,56.888625,1,0,5.875,1,2,8,0
13,1318.079,1,3.562124399,17.38461538,1,4,11,0
126,20.44284127,1,11.79970393,13.46031746,0.992063492,2,68,0
29,900.2234828,1,63.08960803,7.482758621,1,4,21,0
16,0.6199375,1,25.72418213,56.0625,1,1,16,0
8,0.21,1,0,3,1,1,8,0
1,0,1,52.16601563,24,1,1,1,0
1,0,1,0,3,1,1,1,0
49,6.975734694,0.897959184,2124.63056,4115.693878,0.959183673,3,48,0
58,4.048637931,1,36.37013402,371.862069,1,1,49,0
1,0,1,0,2,1,1,1,0
1,0,1,9.356445313,85,0,1,1,0
5,0.0476,1,34.08183594,78.2,0.8,1,5,0
1,0,1,0,3,1,1,1,0
1,0,1,0,2,1,1,1,0
8,2599.631,1,9.874023438,6.25,0.875,3,8,0
1,0,1,3.161132813,6,1,1,1,0
11,0.178363636,1,16.54279119,20.45454545,1,1,11,0
1,0,1,0,2,1,1,1,0
48,0.0088125,1,0,2.916666667,1,1,48,0
160,59.43360625,0.95625,163.5342651,933.35625,0.59375,4,150,0
99,8.286454545,1,24.53143742,27.73737374,0.97979798,1,50,0
119,1.357201681,1,92.15725939,87,1,2,119,0
34,2.273970588,1,49.22512638,900.5294118,0.970588235,1,34,0
86,17.11716279,1,0.308071403,10.87209302,0.988372093,2,43,0
299,7.258625418,0.994983278,2187.684136,765.4816054,0.986622074,5,165,0
1,0,1,81.74707031,231,0,1,1,0
1,0,0,56.31347656,852,0,1,1,0
35,639.9538857,0.514285714,2067.501144,1830.142857,0.257142857,4,35,0
12,537.61175,1,88.22648112,531.8333333,1,3,12,0
178,5.577719101,0.969101124,77.64437763,418.9044944,0.702247191,4,175,0
49,0.038367347,1,17.55195711,19.67346939,1,1,49,0
5,13918.102,1,20.03457031,54.2,0.8,3,5,0
13,0.281692308,1,101.469351,90.69230769,1,1,13,0
1,0,1,0,4,1,1,1,0
1,0,1,0,3,1,1,1,0
17,2908.958529,1,14.77590763,10.64705882,1,4,14,0
78,3.175435897,1,20.24681991,46.30769231,0.935897436,4,68,0
20,823.09235,0.85,22.81674805,33.15,0.8,4,15,0
12,1.202166667,1,1173.864827,659,0.916666667,3,6,0
1531,33.30926741,0.106233376,2609.400206,2208.011761,0.245586546,3,1335,1
9,7.874888889,1,14.25303819,6.666666667,1,3,9,0
1,0,1,0,3,1,1,1,0
9,0.111333333,1,29.6672092,7.222222222,0.888888889,1,9,0
9,0.592777778,1,29.6672092,181.2222222,0.888888889,1,9,0
5,0.1444,1,30.78496094,73.6,0.8,1,5,0
28,0.745392857,1,23.47342355,77.5,0.964285714,1,28,0
13,1812.779231,1,26.71349159,9.307692308,0.923076923,2,13,0
1,0,1,0,3,1,1,1,0
1,0,1,0,2,1,1,1,0
2,12534.8955,1,0,10.5,1,2,1,0
8,0.089,1,32.85754395,25,1,1,8,0
5,0.2406,1,2.577148438,14,0.8,1,5,0
1,0,1,0,3,1,1,1,0
8,0.051625,1,0,2.125,1,1,8,0
56,127.640375,1,21.22309222,10.28571429,0.964285714,3,49,0
4,11658.42425,1,5.3671875,3.25,1,4,1,0
22,10.60972727,1,21.96599787,21.27272727,1,1,18,0
2,17303.546,1,0,2,1,2,1,0
1,0,0,106.8798828,199,0,1,1,0
112,6.350357143,1,11.95585414,80.71428571,0.991071429,4,108,0
18,3674.646278,1,19.49175347,21.72222222,0.833333333,4,16,0
5,3.018,1,1.5640625,4.4,1,1,5,0
1,0,1,0,3,1,1,1,0
9,0.650333333,1,29.6672092,175.5555556,0.888888889,1,9,0
2,11814.4725,1,0.548828125,79.5,1,1,2,0
1,0,1,0,3,1,1,1,0
5,0.1014,1,16.3703125,16.8,0.8,1,5,0
9,0.496555556,1,29.6672092,253.2222222,0.888888889,1,9,0
14,1636.929643,1,17.05036272,40.14285714,1,3,7,0
1,0,1,0,2,1,1,1,0
36,16.79677778,1,1289.451633,3397.5,1,1,35,0
9,0.367777778,1,29.6672092,106.5555556,0.888888889,1,9,0
94,1.554861702,1,36.65760057,105.9787234,0.968085106,1,94,0
3,4257.475667,1,0,2.666666667,1,3,1,0
195,83.65368205,1,265.2235377,160.9282051,0.964102564,2,161,0
21,1473.362333,1,24.60709635,6,1,2,20,0
7,0.023428571,1,37.94517299,26,0.857142857,1,7,0
1,0,1,0,2,1,1,1,0
25,1463.87288,0.74,1213.11043,4743.88,0.48,7,25,0
21,59.31542857,1,30.68945313,28.28571429,0.952380952,3,16,0
6,0.379,1,16.4514974,44.66666667,0.833333333,1,6,0
7,4246.332857,1,90.18401228,21.42857143,0.857142857,1,7,0
2,1815.183,1,0,1.5,1,1,1,0
1,0,1,270.1972656,562,1,1,1,0
20,104.9329,1,16.71420898,68.4,1,3,15,0
1,0,0.5,7.657226563,13,0,1,1,0
3,23009.726,1,0,9.666666667,1,2,1,0
2,16166.9715,1,0,3.5,1,2,1,0
1,0,1,0,3,1,1,1,0
9,0.3,1,29.6672092,11.88888889,0.888888889,1,9,0
50,0.12336,1,24.31353516,116.32,0.98,1,50,0
193,91.36041969,1,25.76541754,15.92746114,1,4,112,0
20,888.38505,1,44.00195313,37.4,0.85,3,11,0
1,0,1,81.74707031,519,1,1,1,0
1,0,1,0,6,1,1,1,0
7,0.969857143,1,37.55147879,212.1428571,1,2,7,0
28,103.6293571,1,2227.170933,1892.821429,1,3,6,0
3,3450.844,1,0,2.333333333,1,3,1,0
95,26.59210526,1,49.94577508,268.3052632,1,2,94,0
11,3702.762727,1,6.575461648,21.18181818,1,2,7,0
7,0.473142857,1,15.72572545,4,1,1,7,0
10,3.6307,0.2,367.2194336,296.6,1,1,10,0
196,4.463066327,0.961734694,194.5434421,87.71428571,0.729591837,2,192,0
1,0,1,0,3,1,1,1,0
177,93.2290678,1,3.894840219,16.73446328,1,3,98,0
6,1.133333333,1,40.015625,3.5,1,2,6,0
1,0,1,0,3,1,1,1,0
3611,21.08059866,0.845155538,1.324349236,100.3392822,0.104553438,2,1768,1
13142,5.724620701,0.519215675,0.519783333,117.4246928,0.038155968,10,13068,1
15,53.09173333,1,38.35664063,50.93333333,0.733333333,2,7,0
2,0.0955,1,0.684570313,8.5,1,1,2,0
213,72.22080282,1,16.91384243,31.39906103,0.990610329,3,122,0
75,362.0379333,1,343.6371354,362.92,0.92,3,62,0
4,1.084,1,988.3562012,423.75,1,1,4,0
9,0.174777778,1,29.6672092,164.5555556,0.888888889,1,9,0
77,1.020909091,1,29.0754997,67.53246753,1,2,77,0
223,18.23675785,1,18.68584466,44.83408072,0.98206278,2,136,0
60,2.91215,1,8.215511068,41,0.816666667,3,51,0
24,0.897,1,74.1500651,1077.875,0.958333333,2,24,0
17,636.2571765,1,15.70616958,56.47058824,0.941176471,2,9,0
1,0,1,270.1972656,1245,1,1,1,0
6,5.241333333,1,4.053385417,29.5,0.833333333,2,6,0
17,13.79358824,1,20.88775276,17.76470588,1,2,14,0
342,67.024652,0.095133183,3023.659093,1375.570386,0.244494503,1,336,1
172,3.607604651,0.985465116,348.3657454,452.494186,0.994186047,5,140,0
265,115.7961132,1,22.53204968,43.41132075,1,4,79,0
3,8942.574667,1,35.32454427,53,1,1,2,0
9,0.107555556,1,29.6672092,43.66666667,0.888888889,1,9,0
9,6.768444444,1,0,10.55555556,1,3,9,0
5,4547.192,1,0,3.4,1,4,1,0
20,0.34915,1,97.59526367,210.65,1,2,16,0
3,2691.912667,1,0,44.66666667,1,2,1,0
3,15168.53433,1,7.15625,9,1,2,1,0
1,0,1,0,3,1,1,1,0
5,13.2794,1,50.82871094,14811,1,2,5,0
28,2.2635,1,63.72572545,98.60714286,1,2,28,0
173,421.4956879,1,481.0449162,851.566474,0.953757225,5,124,0
28,0.153321429,1,23.05569894,66.67857143,0.964285714,1,28,0
29,54.0047931,1,23.66783405,17.13793103,0.931034483,3,25,0
1,0,1,68.48828125,413,1,1,1,0
693,71.90665317,0.088387859,2867.439147,942.0375408,0.11341812,5,617,1
2,1809.1625,1,0,1.5,1,1,1,0
10,855.4453,1,1.582714844,3.5,1,2,6,0
2,1224.719,1,10.734375,4.5,1,2,1,0
35,91.3592,1,34.79054129,565.5714286,0.971428571,2,24,0
1,0,1,270.1972656,73,1,1,1,0
1,0,1,137.6005859,1633,1,1,1,0
9,0.184555556,1,29.6672092,42.66666667,0.888888889,1,9,0
8,8.966125,1,24.76098633,12.75,1,3,8,0
70,568.7041714,1,0.029645647,75.04285714,1,2,36,0
27,1043.712778,1,8.840928819,14.81481481,1,4,16,0
4,1677.8005,1,9.356445313,68.75,0,3,1,0
144,1.348131944,1,450.4349433,508.2291667,1,2,144,0
1,0,1,0,2,1,1,1,0
4,0.005,1,2.261474609,11,1,1,4,0
67,0.703179104,1,21.52910739,11.68656716,0.985074627,1,67,0
163,70.26145399,0.926380368,358.3558402,1026.202454,0.619631902,5,104,0
52,310.4834423,0.990384615,1430.259878,4530.923077,1,4,52,0
3,15168.07833,1,0,2.666666667,1,2,1,0
6,211.4031667,1,0.180664063,49,1,3,6,0
67,417.9902239,1,530.9576434,166.8656716,1,3,66,0
9,167.4577778,0.666666667,49659.67578,167355.1111,1,3,3,0
1,0,1,0,52,1,1,1,0
3857,0.842052897,0.185938259,26.89842523,95.09654868,0.007743497,3,47,1
65,1.772492308,1,47.15887921,109.5230769,0.892307692,2,62,0
1,0,1,0,10,1,1,1,0
1,0,1,21.46875,8,1,1,1,0
1,0,1,0,2,1,1,1,0
227,121.2898678,1,21.17106191,37.60792952,0.986784141,5,78,0
24,0.037583333,1,5.827067057,47.20833333,0.333333333,1,17,0
51,1.108529412,1,19.11169194,110.1960784,0.980392157,1,49,0
1,0,1,137.6005859,631,1,1,1,0
10,2.2007,1,28.59931641,12.1,1,1,10,0
13,0.157923077,1,30.90054087,166.1538462,1,1,13,0
51,417.278451,1,264.9441828,1017.039216,0.941176471,2,41,0
9,1.306555556,1,29.20670573,76.66666667,1,1,9,0
45,0.380688889,1,92.36501736,352.4444444,0.955555556,1,45,0
47,1.135787234,1,44.3268991,74.72340426,1,1,41,0
1,0,1,0,3,1,1,1,0
9,0.405888889,1,29.6672092,28.33333333,0.777777778,1,9,0
1,0,1,0,4,1,1,1,0
9,0.502222222,1,29.6672092,42.33333333,0.888888889,1,9,0
11,7.711636364,1,26.58123224,6052.454545,1,1,11,0
6,1635.446,1,3.391113281,21.16666667,0.833333333,2,6,0
9,0.287555556,1,29.6672092,11,0.888888889,1,9,0
305,6.912231699,0.424820068,155.7274184,439.1846891,0.53336729,1,43,1
44,129.4353636,1,31.74107777,19.79545455,1,5,31,0
9,87.97511111,1,29.6672092,22.11111111,0.888888889,1,9,0
4,2.193,1,304.7583008,2241.5,1,1,4,0
9,0.234888889,1,29.6672092,7.222222222,0.888888889,1,9,0
30,17.1896,1,766.2479818,1308.933333,0.9,3,14,0
9,0.350222222,1,29.6672092,82.44444444,0.888888889,1,9,0
9,0.079,1,29.6672092,20.22222222,0.888888889,1,9,0
30,427.7248333,1,34.51871745,24.93333333,0.933333333,2,20,0
699,94.3809671,1,217.8275885,1811.876967,0.979971388,3,219,0
23,5.694782609,1,89.00866168,168.7391304,1,3,23,0
36,8.468694444,1,69.54237196,440.6944444,1,3,33,0
2,17.25,0,42.625,121,0,1,2,0
9,0.343222222,1,29.6672092,154.3333333,0.888888889,1,9,0
153,4.621882353,0.986928105,1058.96778,1487.96732,0.954248366,2,152,0
13,181.3700769,0.807692308,48714.2687,180286.7692,0.692307692,2,5,0
9,0.121666667,1,29.6672092,11.44444444,0.888888889,1,9,0
5,0.2486,1,3.58515625,12.6,1,2,5,0
9,1.621111111,1,29.6672092,6.333333333,0.888888889,2,9,0
1,0,1,0,6,1,1,1,0
8,2.325,1,13.76000977,3.125,1,3,8,0
4,0.0555,1,0.651123047,72,1,1,4,0
58,65.62924138,1,40.12792969,98.18965517,0.965517241,5,55,0
9,2442.482,1,29.20670573,28.33333333,1,2,9,0
1,0,1,81.74707031,540,1,1,1,0
1045,70.68596172,0.950717703,28.62142924,80.76746411,0.797129187,9,157,0
167,80.36417964,0.943113772,10.46204271,40.22754491,0.676646707,2,143,0
1,0,1,0,4,1,1,1,0
118,1.220898305,1,10.50547868,26.11864407,1,2,104,0
1,0,1,137.6005859,501,1,1,1,0
22,0.400681818,1,58.0518022,34.09090909,1,1,22,0
104,264.7249423,0.860576923,1558.545626,2111.134615,1,5,81,0
107,31.82954206,0.948598131,25.63009273,81.70093458,0.654205607,4,74,0
163,422.8496871,1,16.55380081,152.9263804,1,3,74,0
54,893.0214074,1,40.06620732,57.96296296,0.981481481,6,50,0
345,94.15793623,0.98115942,118.9825266,228.1188406,0.762318841,4,177,0
143,150.9254126,1,22.48938074,29.94405594,0.993006993,4,71,0
1,0,1,0,1,1,1,1,0
167,333.3014311,1,10.80550033,58.1257485,0.982035928,5,65,0
25,0.5984,1,16.63003906,92.28,0.96,1,25,0
1,0,1,270.1972656,285,1,1,1,0
9,0.279111111,1,29.6672092,239.2222222,0.888888889,1,9,0
17,2630.445353,1,95.02435662,24.05882353,1,4,16,0
2,3341.0465,1,0,2,1,2,1,0
14,27.71514286,1,20.75976563,32.42857143,0.857142857,2,14,0
34,0.017676471,1,0.563074449,3.764705882,1,1,34,0
9,1.743555556,1,17.48415799,22.11111111,1,1,9,0
1,0,1,0,3,1,1,1,0
9,1.582666667,1,29.6672092,196.5555556,0,1,9,0
1,0,1,0,2,1,1,1,0
4,80.72425,0,28661.63159,160480.5,0.25,1,1,0
39,2.088179487,1,27.33846655,28.25641026,0.974358974,3,39,0
1,0,1,137.6005859,3647,1,1,1,0
2,8792.0505,1,0,3.5,1,2,1,0
1,0,1,0,3,1,1,1,0
49,0.053163265,1,21.87111368,41.59183673,0.979591837,1,49,0
1,0,1,0,12,1,1,1,0
1,0,1,21.46875,4,1,1,1,0
19,13.10115789,1,1971.790193,6439.684211,0.894736842,5,16,0
10,1928.9798,1,26.70048828,12.7,0.9,2,10,0
1,0,1,137.6005859,1076,1,1,1,0
31,115.0513871,1,38.90388735,149.2258065,0.935483871,2,31,0
8,0.118625,1,0.861572266,25.625,0.875,1,8,0
66,316.8380758,1,34.03889974,12.51515152,0.984848485,3,39,0
16,1.2884375,1,27.99133301,32.0625,0.9375,2,16,0
15,1454.877867,1,30.7703776,55.66666667,0.933333333,1,9,0
59,15.87477966,1,7.758491128,6.338983051,0.983050847,2,54,0
11,0.069909091,1,89.92800071,60.63636364,1,1,11,0
5318,3.062873979,0.392684561,325.2004389,407.2870702,0.963230262,2,97,1
11,775.4566364,1,10.02556818,2.090909091,1,1,8,0
26,7.912615385,1,78.75785006,29.65384615,1,2,25,0
5,0.0886,1,11.53632813,68.2,0.6,1,5,0
16,0.2253125,1,138.1682129,214.6875,0.3125,1,16,0
90,1.546355556,1,443.6905816,67.8,0.888888889,3,90,0
48,100.9738542,1,71.99810791,13.83333333,1,5,32,0
8,0.625625,1,32.85754395,11.625,1,2,8,0
7,0.478142857,1,82.72530692,543.8571429,0.857142857,1,7,0
5,0.1064,0.9,6.065234375,34.8,0.6,1,5,0
18,8.415777778,0.888888889,696.6928711,1259.333333,0.944444444,2,17,0
2,73.981,1,0,24.5,1,1,1,0
17,5.296058824,1,79.81554458,76,0.941176471,2,17,0
1,0,1,311.0917969,401,1,1,1,0
2,0.038,1,0.684570313,2.5,1,1,2,0
5,1.1708,1,30.78496094,833,0.8,1,5,0
30,7.9432,1,57.1969401,75.93333333,1,1,22,0
2,6806.2005,1,0,3.5,1,2,1,0
100,2.99921,1,518.0143652,247.8,0.99,5,94,0
3,0.009,1,0.130859375,3,1,1,3,0
40,0.249725,1,55.61196289,60.75,1,1,40,0
14,369.0198571,1,19.96679688,9.5,1,4,9,0
204,215.8389559,0.970588235,35.23216816,96.33823529,0.882352941,2,64,0
3,7046.565,1,0,2,1,2,1,0
3,18960.62133,1,0.329101563,6.666666667,1,2,3,0
2,2199.781,1,0,2.5,1,2,1,0
12,535.2619167,1,23.8684082,21.5,0.833333333,1,12,0
28,2.58175,1,78.84162249,36.14285714,1,2,26,0
15,7.3728,1,901.4453125,1002.866667,0.933333333,2,9,0
6530,11.52572045,0.721042863,2.608221989,70.09559829,0.124070115,6,6365,1
35,0.223228571,1,39.48833705,280.0857143,1,1,35,0
80,0.5008875,1,23.33985596,109.875,0.9875,1,80,0
71,264.6294648,1,21.3997029,29.1971831,0.971830986,3,71,0
50,0.02004,1,24.27894531,16.94,0.98,1,50,0
43,7.673604651,0.697674419,243.768532,381.4651163,0.627906977,3,37,0
5,0.0106,1,0,2.8,1,1,5,0
10,6799.4001,0.6,58.27041016,571.9,0.2,4,10,0
781,73.63076056,0.963508323,277.2411459,601.653009,0.933418694,2,226,0
31,718.0748065,1,20.56864289,27.87096774,0.903225806,3,10,0
13836,5.510314167,0.800274707,0.159719448,40.37518256,0.017867505,12,4671,1
15,39.33213333,1,3.701106771,16.46666667,0.866666667,2,12,0
38,9.076263158,1,973.5135434,518.5789474,1,5,34,0
1,0,1,0,3,1,1,1,0
5,0.2244,1,40.15664063,108.8,0.8,1,5,0
3,3167.523333,1,5.40625,4.333333333,1,2,1,0
2,0.1815,1,216.7856445,553,1,2,2,0
1,0,1,0,1,1,1,1,0
28406,2.648997443,0.633595746,5.198973994,71.57133027,0.219859154,12,18501,1
50,7.79564,0.98,28.92279297,55.04,0.92,2,42,0
126,94.44465079,0.896825397,414.0669333,320.3412698,0.976190476,5,103,0
7453,10.08831033,0.785287804,0,86.24077221,0.055885102,13,3585,1
119,48.82820168,0.987394958,30.4272502,65.81512605,0.924369748,3,103,0
9,7913.301667,1,27.17144097,9.222222222,1,4,7,0
1,0,1,0,2,1,1,1,0
47,75.84570213,0.319148936,989.3864902,1005.510638,0.340425532,7,38,0
1,0,1,6.296875,9,1,1,1,0
1,0,1,0,2,1,1,1,0
22,0.513181818,1,28.05459872,154.7727273,1,1,22,0
21,37.15914286,1,15.21470424,50.71428571,1,4,18,0
44,0.803409091,1,36.5587935,33.77272727,0.977272727,1,44,0
1,0,1,0,1,1,1,1,0
2,0.001,1,10.51611328,3.5,1,1,2,0
1,0,1,323.5898438,791,1,1,1,0
2,358.1365,1,9.356445313,70,0,2,1,0
10,141.2765,1,28.84736328,22.9,0.9,2,10,0
362,40.04462983,1,14.77016521,19.36464088,0.991712707,5,145,0
6,8952.4395,1,39.78417969,5.333333333,1,2,6,0
1,0,1,0,2,1,1,1,0
10,3076.6161,1,0,76,1,2,5,0
2,818.8465,1,0,3.5,1,2,1,0
16,3.340125,1,101.8815308,768.25,1,2,16,0
7,3.121571429,1,34.29631696,57.71428571,1,2,7,0
1,0,1,0,1,1,1,1,0
49,0.050204082,1,12.86005261,62.89795918,1,1,49,0
8,0.35775,1,32.85754395,13.375,1,1,8,0
2,1631.8495,1,0,12,1,2,1,0
7,11.18442857,1,25.52539063,39.71428571,0.857142857,2,6,0
6,2430.140667,1,2.107584635,10.5,0.833333333,1,6,0
1,0,1,0,1,1,1,1,0
11,369.8724545,1,16.38796165,42.72727273,0.909090909,3,8,0
66,0.305060606,1,15.80772076,21.77272727,1,1,66,0
21,627.3561429,1,25.88769531,40.47619048,0.904761905,2,9,0
10,0.401,1,35.15097656,40.8,0.9,1,9,0
45,852.0069111,1,23.96137153,7.955555556,0.955555556,4,40,0
9,0.487444444,1,26.52278646,40.44444444,1,2,8,0
5,0.1836,1,3.58515625,6.2,1,1,5,0
35,1040.470629,1,30.33099888,16.88571429,1,4,29,0
16,1.6493125,1,33.11547852,39.4375,1,4,9,0
38,278.7749211,0.986842105,361.5000257,1168.263158,0.394736842,2,31,0
1,0,1,0,1,1,1,1,0
316,53.70868038,0.960443038,132.4278889,171.1107595,0.993670886,5,157,0
1,0,1,0,11,1,1,1,0
5,0.8026,0.9,848.2279297,463.2,0,1,5,0
1,0,1,81.74707031,457,0,1,1,0
10,974.9823,1,15.73574219,108.8,1,2,9,0
8,0.226,1,32.85754395,16.5,1,1,8,0
9,0.443222222,1,46.30577257,13.33333333,1,1,8,0
24,8.151375,0.041666667,748.3844401,1572.083333,0.166666667,3,24,0
90,354.5918111,0.933333333,1449.406944,1844.044444,1,4,81,0
49,0.067285714,1,17.80020328,142.4081633,1,1,49,0
1,0,1,0,4,1,1,1,0
26,5.202230769,1,31.29082782,20.5,1,4,22,0
15,6.403133333,1,30.80598958,34.26666667,1,3,15,0
625,66.25048,1,101.2101453,88.6544,0.9584,1,165,0
1,0,1,0,3,1,1,1,0
1,0,1,0,2,1,1,1,0
19,3889.216263,1,32.03746916,6.736842105,0.947368421,5,12,0
55,692.1905091,1,12.49691051,44.47272727,0.909090909,2,33,0
16,617.0363125,1,8.499267578,13.5,0.9375,3,10,0
128,4.5135625,1,9.679244995,478.8203125,1,2,128,0
61,5.099262295,0.967213115,689.3341605,274.7540984,0.918032787,2,41,0
6,5822.341333,1,1.28531901,19.33333333,0.833333333,2,6,0
18,76.61116667,1,110.0904948,5425.777778,0.944444444,2,14,0
4,0.1005,1,0.560058594,4.25,1,1,4,0
85,8.344870588,1,798.8154986,259.3882353,0.976470588,4,41,0
7,0.644285714,1,34.10072545,524.4285714,1,2,7,0
13,0.023846154,1,38.59998498,4.846153846,0.923076923,1,13,0
25,0.78172,1,20.85324219,221.48,0.92,1,25,0
14,1.033214286,1,355.8080357,247.5,0.928571429,2,6,0
233,309.9708541,1,20.37847036,78.93562232,0.995708155,7,75,0
77,0.924948052,1,35.88203886,135.7402597,0.987012987,3,76,0
5,0.1458,1,2.098242188,16.6,0.8,1,5,0
11,1776.343636,1,31.1282848,68.54545455,1,3,9,0
1,0,1,0,13,1,1,1,0
9,0.235333333,1,29.6672092,120.2222222,0.888888889,1,9,0
18,459.9832778,1,8.303982205,5.333333333,0.944444444,2,18,0
56,444.7629107,1,38.88087681,75.07142857,0.982142857,4,34,0
288,19.88554514,0.821180556,2434.063751,732.6770833,0.864583333,4,46,0
28,0.509357143,1,23.47342355,127.3928571,0.964285714,3,28,0
28,1481.557036,1,50.94859096,87.35714286,0.678571429,6,22,0
13,15.85015385,1,38.58195613,112,1,3,11,0
10,0.4793,1,26.14228516,62.9,0.9,1,8,0
15,4.5044,1,49.05436198,104,1,2,15,0
26,1396.531885,1,4.744328425,39.38461538,0.961538462,4,17,0
13631,5.517146536,0.467444874,1.021760757,121.5546639,0.044755617,13,13566,1
1,0,1,270.1972656,3909,1,1,1,0
23,1.564478261,1,39.67365829,39.30434783,1,1,23,0
90,1.801155556,1,12.73068576,51.17777778,1,1,84,0
9,0.250333333,1,29.6672092,144.4444444,0.888888889,1,9,0
1,0,1,0,17,1,1,1,0
9,0.335555556,1,29.6672092,97,0.888888889,1,9,0
52,290.1890577,1,37.36482121,130.9230769,0.903846154,3,51,0
6,3288.591667,1,17.18766276,51.66666667,0.833333333,2,6,0
1,0,1,137.6005859,219,1,1,1,0
1,0,1,9.356445313,39,0,1,1,0
63,587.0530635,1,80.47160218,112,0.952380952,3,48,0
224,79.8419375,1,9.571489607,42.57589286,0.995535714,1,134,0
14,0.754928571,1,3.822753906,3.714285714,1,1,14,0
9,6.273888889,1,20.53211806,33.11111111,0.888888889,2,9,0
8,0.180125,1,0,8.75,1,1,8,0
7,0.571285714,1,14.37081473,15.28571429,0.571428571,2,7,0
7,0.593714286,1,34.49469866,33.14285714,1,2,7,0
1,0,1,0,2,1,1,1,0
50,0.03258,1,24.13748047,15.5,0.98,1,50,0
11,39.78863636,1,3.704900568,3,1,4,7,0
14,9.135214286,1,19.9750279,103.7142857,0.714285714,2,14,0
17,0.093823529,1,289.5543428,249.4705882,0.941176471,1,17,0
7362,10.2338539,0.702830257,9.078546903,74.47646676,0.112528963,14,6727,1
1,0,1,137.6005859,78,1,1,1,0
1,0,1,9.356445313,51,0,1,1,0
1,0,1,0,1,1,1,1,0
5,0.2382,1,42.79453125,216,0.8,1,5,0
3,0,1,53.87597656,269.6666667,1,1,3,0
3,3852.184,1,21.46875,34.33333333,1,3,1,0
14,678.7067143,1,1.879882813,5.642857143,0.928571429,3,9,0
2,23915.25,1,105.0170898,636.5,0.5,2,2,0
9,5.689777778,1,1425.090495,4674.444444,0.888888889,2,6,0
9,0.556,1,29.6672092,63.44444444,0.777777778,2,9,0
11,0.077545455,1,89.92800071,50.81818182,1,1,11,0
11,10.96418182,1,25.52601207,211.7272727,1,3,10,0
18,318.4876667,1,29.6672092,19.27777778,0.777777778,2,9,0
21,568.8950476,1,22.31343006,9.666666667,0.904761905,2,17,0
19,1409.458684,1,26.39818051,75.73684211,0.947368421,2,14,0
116,9.07087069,0.284482759,359.0098666,3904.232759,0.370689655,1,115,0
10,0.0897,0.9,57.52939453,39.9,0.9,1,10,0
1,0,1,137.6005859,753,1,1,1,0
12,0.85775,1,1155.203776,229.25,0.916666667,1,6,0
1,0,1,0,4,1,1,1,0
1,0,1,0,2,1,1,1,0
8,3.95025,1,4.799316406,3.125,1,1,8,0
85,751.8225176,1,11.38273208,35.2,1,5,32,0
10,3255.0575,1,26.43603516,2266.2,1,4,9,0
6,0.051833333,1,96.40966797,108,1,1,6,0
33,0.030151515,1,13.73183002,21.57575758,1,1,33,0
9,3173.482333,1,0,9.333333333,1,1,9,0
1,0,1,21.46875,2,1,1,1,0
15,3292.771467,1,5.728450521,8.266666667,0.8,3,12,0
1,0,1,0,58,1,1,1,0
10,5385.3614,1,26.70048828,48.3,0.9,2,10,0
10,0.4686,1,51.20195313,94.9,1,2,8,0
42,11.01485714,1,1010.199916,372.3809524,1,3,34,0
5,0.0354,1,2.098242188,13.8,0.8,1,5,0
1630,6.34018589,0.549386503,16.27068875,145.797546,0.103067485,1,1576,1
133,84.1311203,1,18.10747327,73.87218045,0.992481203,4,81,0
9,0.988,1,29.6672092,37.33333333,0.888888889,1,9,0
10,4055.6632,1,26.43505859,149.2,0.8,3,7,0
5,0.1846,1,2.098242188,23.4,0.8,1,5,0
5,0.802,0.9,3.227929688,39.8,0.6,1,5,0
